step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,hour_of_day,account_open_step_orig,isFraud,velocity_24h,is_new_beneficiary,rule_flagged
28,TRANSFER,9058.54,C100536,34947.02,25888.48,C101799,92977.57,102036.11,4,635,0,0,1,1
28,TRANSFER,53125.64,C101414,63750.77,10625.13,C100934,39884.25,93009.89,4,-308,0,0,1,0
28,TRANSFER,57641.62,C101789,69169.94,11528.32,C101323,251348.49,308990.11,4,621,0,1,1,1
28,TRANSFER,4258.69,C101896,19115.46,14856.77,C101120,147304.74,151563.43,4,-287,0,0,1,0
28,TRANSFER,32841.35,C101445,66522.54,33681.19,C100171,27089.46,59930.82,4,-212,0,1,1,0
28,TRANSFER,908337.67,C101831,1292561.14,384223.47,C100106,530225.8,1438563.47,15,-9,0,1,1,0
28,TRANSFER,4000.41,C101852,19446.67,15446.26,C100656,136188.51,140188.92,4,226,0,0,1,1
28,TRANSFER,10719.16,C100973,48979.88,38260.72,C101878,20698.42,31417.58,4,327,0,1,1,1
28,TRANSFER,55661.05,C101605,259709.83,204048.79,C101221,109364.94,165025.99,4,-231,0,1,1,0
28,TRANSFER,6502.64,C100099,629191.81,622689.17,C101116,44351.37,50854.02,4,-33,0,1,1,0
28,TRANSFER,3042.27,C100862,38557.99,35515.72,C100959,1025952.68,1028994.95,4,-463,0,0,1,0
28,TRANSFER,5661.97,C100505,297541.33,291879.35,C100166,2885414.43,2891076.4,4,434,0,1,1,1
28,TRANSFER,47185.1,C100180,1258425.74,1211240.64,C101319,249863.34,297048.44,4,97,0,0,1,1
28,TRANSFER,6094.17,C101173,103484.35,97390.18,C100232,21072.22,27166.4,4,651,0,0,1,1
28,TRANSFER,36330.86,C101145,154321.08,117990.23,C101716,248445.06,284775.91,4,489,0,0,1,1
28,TRANSFER,36373.8,C101464,178036.37,141662.56,C101333,61268.43,97642.23,4,522,0,2,1,1
28,TRANSFER,52630.11,C101221,109364.94,56734.83,C101779,10271.07,62901.18,4,-337,0,0,1,0
28,TRANSFER,17224.83,C101885,105595.6,88370.77,C100935,3686.97,20911.8,4,592,0,1,1,1
28,TRANSFER,72877.03,C100330,87452.44,14575.41,C100394,34031.55,106908.58,4,631,0,0,1,1
28,TRANSFER,4170.88,C101758,158964.78,154793.89,C101831,1292561.14,1296732.03,4,339,0,1,1,1
28,TRANSFER,6264.22,C100698,158241.2,151976.98,C101471,68607.56,74871.79,4,324,0,1,1,1
28,TRANSFER,15409.38,C101793,234835.85,219426.47,C101559,36621.41,52030.79,4,-492,0,1,1,0
28,TRANSFER,12785.51,C100483,94561.94,81776.42,C100513,259330.0,272115.52,4,-415,0,2,1,0
28,TRANSFER,8597.41,C100197,100396.89,91799.48,C101205,65420.2,74017.61,4,173,0,0,1,1
28,TRANSFER,6453.13,C100689,9979.46,3526.33,C100530,391565.35,398018.48,4,-139,0,0,1,0
28,TRANSFER,45411.78,C100210,254860.64,209448.87,C101750,70373.01,115784.79,4,591,0,1,1,1
28,TRANSFER,13122.24,C101592,856996.16,843873.92,C101223,10797.34,23919.59,4,-107,0,0,1,0
28,TRANSFER,4653.52,C101425,154864.99,150211.47,C101307,229766.32,234419.85,4,-2,0,1,1,0
28,TRANSFER,15110.22,C101328,43975.06,28864.84,C101492,70374.24,85484.47,4,-6,0,1,1,0
28,TRANSFER,59129.61,C100992,91963.71,32834.1,C100354,23808.04,82937.65,4,539,0,0,1,1
28,TRANSFER,6385.03,C100601,536907.11,530522.08,C100490,262597.91,268982.94,4,-62,0,0,1,0
28,TRANSFER,4324.65,C100430,15888.66,11564.01,C100977,84960.92,89285.58,4,-483,0,1,1,0
28,TRANSFER,6943.48,C100810,46110.82,39167.33,C101730,40826.95,47770.43,4,-390,0,0,1,0
28,TRANSFER,21186.84,C100296,2163030.76,2141843.92,C101010,1675674.49,1696861.32,4,-336,0,0,1,0
28,TRANSFER,4916.53,C100882,243497.14,238580.61,C100449,263794.32,268710.86,4,-361,0,1,1,0
28,TRANSFER,5067.85,C100636,66499.43,61431.58,C100297,40134.75,45202.6,4,371,0,1,1,1
28,TRANSFER,26510.23,C101858,60487.51,33977.28,C100724,48900.64,75410.87,4,70,0,0,1,1
28,TRANSFER,4847.32,C100135,64742.32,59895.0,C100170,35561.41,40408.73,4,-159,0,2,1,0
28,TRANSFER,16042.98,C100343,78723.47,62680.49,C101146,269072.98,285115.96,4,124,0,0,1,1
28,TRANSFER,9916.9,C100808,137860.77,127943.87,C101717,168371.9,178288.8,4,-233,0,0,1,0
28,TRANSFER,943334.85,C101159,42707.69,0.0,C101773,190100.29,1133435.14,12,-157,0,1,1,0
29,TRANSFER,2224.92,C100599,343158.57,340933.64,C101283,472322.1,474547.02,5,297,0,7,1,1
29,TRANSFER,1213.78,C100389,93527.03,92313.25,C100123,107066.51,108280.29,5,713,0,0,1,1
29,TRANSFER,44409.42,C101181,53291.31,8881.88,C101055,25185.1,69594.53,5,716,0,0,1,1
29,TRANSFER,29519.27,C101029,136974.07,107454.8,C101638,131242.98,160762.25,5,-371,0,0,1,0
29,TRANSFER,10555.29,C100922,21428.07,10872.78,C101295,207824.01,218379.29,5,-312,0,0,1,0
29,TRANSFER,9884.32,C100786,100003.7,90119.39,C101625,1117417.46,1127301.78,5,-283,0,0,1,0
29,TRANSFER,6817.88,C100422,634040.86,627222.98,C101455,35763.3,42581.18,5,-253,0,0,1,0
29,TRANSFER,2678.87,C100723,122464.44,119785.58,C101164,45531.86,48210.73,5,-93,0,0,1,0
29,TRANSFER,31299.14,C100564,384724.37,353425.23,C100568,11253.78,42552.92,5,19,0,0,1,1
29,TRANSFER,32627.19,C101193,39152.63,6525.44,C101426,155903.91,188531.1,5,75,0,0,1,1
29,TRANSFER,16927.85,C100186,85291.81,68363.96,C100954,7678.63,24606.48,5,616,0,1,1,1
29,TRANSFER,19872.15,C100736,31783.18,11911.03,C100412,12793.16,32665.31,5,-63,0,0,1,0
29,TRANSFER,10599.51,C100043,39492.77,28893.25,C100684,16603.24,27202.75,5,-174,0,0,1,0
29,TRANSFER,14589.42,C100679,170211.11,155621.69,C101980,146223.76,160813.17,5,-47,0,0,1,0
29,TRANSFER,24684.54,C101088,118764.28,94079.75,C100951,244222.33,268906.86,5,-291,0,0,1,0
29,TRANSFER,4653.02,C101350,106716.57,102063.55,C100083,119388.44,124041.46,5,169,0,1,1,1
29,TRANSFER,27997.5,C100568,33596.99,5599.5,C100155,203038.55,231036.05,5,385,0,2,1,1
29,TRANSFER,9109.78,C101556,76584.05,67474.27,C101167,46930.75,56040.53,5,135,0,1,1,1
29,TRANSFER,45062.64,C101325,138785.83,93723.19,C101810,136086.82,181149.46,5,6,0,1,1,1
29,TRANSFER,34518.9,C100108,41422.68,6903.78,C101331,94692.01,129210.91,5,458,0,2,1,1
29,TRANSFER,74336.79,C100452,188972.54,114635.76,C100770,315297.04,389633.83,5,219,0,0,1,1
29,TRANSFER,4010.09,C101957,321222.07,317211.97,C100625,81948.01,85958.1,5,52,0,0,1,1
29,TRANSFER,26029.08,C101830,31234.9,5205.82,C101323,251348.49,277377.57,5,492,0,1,1,1
29,TRANSFER,12332.9,C100497,14799.48,2466.58,C101245,147908.34,160241.24,5,193,0,3,1,1
29,TRANSFER,4841.7,C100305,54618.82,49777.12,C100845,28160.76,33002.46,5,542,0,1,1,1
29,TRANSFER,37362.95,C101337,177298.43,139935.48,C100411,653967.61,691330.57,5,624,0,0,1,1
29,TRANSFER,4748.88,C100497,7107.8,2358.92,C100056,54642.56,59391.44,5,193,0,3,1,1
29,TRANSFER,40564.45,C100592,173475.2,132910.75,C101690,233752.34,274316.79,5,156,0,0,1,1
29,TRANSFER,12935.75,C100327,576035.56,563099.81,C100294,399485.73,412421.48,5,67,0,0,1,1
29,TRANSFER,34814.39,C101439,994519.88,959705.48,C101545,45302.99,80117.38,5,647,0,0,1,1
29,TRANSFER,20442.56,C101445,66522.54,46079.99,C100239,68461.86,88904.42,5,-212,0,2,1,0
29,TRANSFER,6908.42,C101783,499827.16,492918.74,C100122,37385.9,44294.32,5,-94,0,1,1,0
29,TRANSFER,3601.48,C101776,33265.72,29664.24,C100776,192354.33,195955.81,5,293,0,0,1,1
29,TRANSFER,5436.87,C101252,18284.39,12847.51,C101204,165174.62,170611.49,5,10,0,1,1,1
29,TRANSFER,86820.64,C101194,104184.76,17364.13,C101210,103719.69,190540.33,5,390,0,0,1,1
29,TRANSFER,5974.89,C101425,154864.99,148890.1,C101547,347577.67,353552.56,5,-2,0,2,1,0
29,TRANSFER,5191.0,C100719,26816.12,21625.12,C101987,167361.05,172552.05,5,305,0,2,1,1
29,TRANSFER,3526.43,C100384,224323.73,220797.3,C100167,12694.56,16220.99,5,602,0,0,1,1
29,TRANSFER,2120.44,C100583,148415.39,146294.95,C100172,68900.34,71020.77,5,616,0,1,1,1
29,TRANSFER,21903.67,C101994,203266.82,181363.15,C101262,146770.21,168673.88,5,-479,0,0,1,0
29,TRANSFER,13644.43,C101576,148385.68,134741.25,C100635,420378.19,434022.62,5,427,0,0,1,1
29,TRANSFER,44308.42,C100872,53170.1,8861.68,C101514,151464.65,195773.07,5,322,0,0,1,1
29,TRANSFER,73311.94,C100138,144771.77,71459.83,C100341,78583.26,151895.21,5,-114,0,1,1,0
29,TRANSFER,1660.9,C101843,909414.15,907753.25,C101889,41314.55,42975.46,5,-145,0,0,1,0
29,TRANSFER,9551.73,C100808,137860.77,128309.03,C100847,46864.43,56416.17,5,-233,0,1,1,0
29,TRANSFER,16958.51,C101267,94210.32,77251.81,C100837,130197.36,147155.87,5,-184,0,1,1,0
29,TRANSFER,7974.45,C100532,132404.69,124430.24,C100813,52023.19,59997.64,5,366,0,0,1,1
29,TRANSFER,1887.88,C101578,192738.77,190850.88,C100958,123160.05,125047.94,5,-67,0,1,1,0
29,TRANSFER,4829.3,C100653,36600.94,31771.63,C101773,190100.29,194929.6,5,-128,0,0,1,0
29,TRANSFER,29704.55,C101825,72621.21,42916.65,C101752,79733.96,109438.52,5,444,0,0,1,1
29,TRANSFER,50608.3,C101723,294629.41,244021.11,C100688,462411.62,513019.91,5,-212,0,2,1,0
29,TRANSFER,12811.38,C101144,61246.78,48435.4,C100215,100375.94,113187.32,5,282,0,0,1,1
29,TRANSFER,17320.46,C100643,31313.23,13992.77,C101502,211718.32,229038.78,5,445,0,1,1,1
29,TRANSFER,11571.02,C101012,59552.67,47981.65,C100023,90784.28,102355.3,5,54,0,0,1,1
29,TRANSFER,62400.23,C101423,74880.27,12480.05,C101078,21794.92,84195.15,5,390,0,2,1,1
29,TRANSFER,48273.42,C100434,73781.05,25507.62,C100057,11245.73,59519.15,5,572,0,1,1,1
29,TRANSFER,28442.12,C101391,34130.55,5688.42,C101306,176587.58,205029.7,5,335,0,0,1,1
29,TRANSFER,8155.97,C101959,36510.3,28354.33,C101170,353999.71,362155.68,5,116,0,0,1,1
29,TRANSFER,19282.41,C101342,747929.24,728646.82,C101601,1796528.31,1815810.72,5,325,0,2,1,1
29,TRANSFER,77503.73,C101827,130250.13,52746.4,C100436,30341.68,107845.41,5,293,0,1,1,1
29,TRANSFER,55479.71,C100916,654158.1,598678.4,C101363,32403.15,87882.86,5,-214,0,0,1,0
29,TRANSFER,21097.22,C101080,56404.27,35307.06,C101795,80380.0,101477.22,5,358,0,1,1,1
30,TRANSFER,17672.98,C101991,28540.14,10867.15,C100150,91472.13,109145.11,6,-146,0,1,1,0
30,TRANSFER,86995.2,C101416,113341.16,26345.96,C100238,33422.75,120417.95,6,27,0,0,1,1
30,TRANSFER,17907.17,C101941,68513.86,50606.68,C100732,784578.53,802485.7,6,624,0,0,1,1
30,TRANSFER,4816.64,C101815,41010.79,36194.15,C101495,93886.64,98703.28,6,308,0,0,1,1
30,TRANSFER,23398.85,C100474,33218.39,9819.54,C101310,53776.77,77175.62,6,289,0,0,1,1
30,TRANSFER,13908.88,C100224,26381.28,12472.4,C100424,111426.91,125335.79,6,-219,0,0,1,0
30,TRANSFER,42225.78,C100804,50670.93,8445.16,C100198,76253.68,118479.46,6,715,0,0,1,1
30,TRANSFER,11135.16,C100168,40698.56,29563.4,C100870,10804.77,21939.93,6,639,0,0,1,1
30,TRANSFER,32687.45,C100535,346198.69,313511.24,C100872,27218.74,59906.19,6,161,0,3,1,1
30,TRANSFER,3407.87,C100834,178424.59,175016.72,C100889,66241.93,69649.81,6,449,0,0,1,1
30,TRANSFER,88579.55,C100838,414823.07,326243.53,C100044,18864.19,107443.74,6,688,0,0,1,1
30,TRANSFER,8959.63,C101168,32818.55,23858.92,C100527,63215.12,72174.75,6,357,0,1,1,1
30,TRANSFER,9053.5,C101918,128752.9,119699.4,C100795,222065.57,231119.06,6,441,0,1,1,1
30,TRANSFER,1221532.29,C100652,462271.73,0.0,C100392,13468.85,1235001.14,13,-150,0,0,1,1
30,TRANSFER,6873.43,C100334,54729.11,47855.68,C100554,157447.15,164320.57,6,389,0,0,1,1
30,TRANSFER,4028.42,C101130,220158.1,216129.68,C101000,441894.85,445923.27,6,49,0,0,1,1
30,TRANSFER,13066.6,C100200,51666.13,38599.54,C101298,58124.42,71191.02,6,600,0,0,1,1
30,TRANSFER,42021.75,C100166,2885414.43,2843392.68,C100765,42922.35,84944.1,6,179,0,1,1,1
30,TRANSFER,9721.43,C101798,270233.49,260512.06,C101074,451869.31,461590.74,6,97,0,2,1,1
30,TRANSFER,15945.55,C101777,171421.43,155475.88,C101269,36967.81,52913.36,6,-121,0,3,1,0
30,TRANSFER,11310.83,C101397,72238.3,60927.47,C100574,90412.52,101723.35,6,-166,0,0,1,0
30,TRANSFER,9121.49,C100710,92896.97,83775.48,C100168,40698.56,49820.05,6,395,0,0,1,1
30,TRANSFER,6601.71,C101286,19328.72,12727.01,C101310,53776.77,60378.48,6,-273,0,1,1,0
30,TRANSFER,4258.29,C101847,2642946.52,2638688.23,C100470,56770.29,61028.58,6,93,0,0,1,1
30,TRANSFER,6001.3,C100689,9979.46,3978.16,C100598,9931.48,15932.78,6,-139,0,1,1,0
30,TRANSFER,93900.68,C100782,180106.3,86205.62,C101699,22649.15,116549.83,6,251,0,0,1,1
30,TRANSFER,18805.02,C101333,61268.43,42463.41,C100420,10578.38,29383.4,6,112,0,1,1,1
30,TRANSFER,15999.54,C101482,317966.78,301967.24,C101668,12317.02,28316.55,6,325,0,1,1,1
30,TRANSFER,6382.28,C100303,58592.42,52210.14,C101791,633155.08,639537.37,6,-179,0,1,1,0
30,TRANSFER,6216.28,C100350,215744.2,209527.93,C101180,30198.09,36414.36,6,-467,0,0,1,0
30,TRANSFER,8605.94,C101123,190105.45,181499.51,C100509,68285.14,76891.09,6,561,0,0,1,1
30,TRANSFER,20441.78,C100528,361791.12,341349.35,C100293,59164.32,79606.1,6,353,0,1,1,1
30,TRANSFER,7537.88,C101350,106716.57,99178.69,C100835,86765.08,94302.96,6,169,0,2,1,1
30,TRANSFER,6018.46,C101213,28847.68,22829.22,C101294,49040.77,55059.24,6,692,0,3,1,1
30,TRANSFER,16555.72,C101542,82056.23,65500.51,C100138,144771.77,161327.5,6,610,0,1,1,1
30,TRANSFER,1579.2,C101782,31751.4,30172.2,C101100,29166.62,30745.82,6,-257,0,1,1,0
30,TRANSFER,16582.79,C101866,162892.37,146309.58,C101363,32403.15,48985.95,6,23,0,0,1,1
30,TRANSFER,6292.69,C101263,683028.98,676736.29,C100018,198435.73,204728.41,6,-90,0,1,1,0
30,TRANSFER,1505.95,C101974,44266.96,42761.01,C101448,51742.83,53248.78,6,5,0,1,1,0
30,TRANSFER,4714.41,C100115,72326.72,67612.31,C100212,465107.46,469821.87,6,156,0,2,1,1
30,TRANSFER,5853.52,C101255,148806.81,142953.28,C101123,190105.45,195958.97,6,162,0,0,1,1
30,TRANSFER,6519.48,C100954,7823.38,1303.9,C101408,178459.75,184979.24,6,-395,0,1,1,0
30,TRANSFER,6362.01,C101562,21867.01,15505.0,C101364,176809.25,183171.26,6,-144,0,1,1,0
30,TRANSFER,20926.43,C100898,35053.82,14127.39,C100633,99348.33,120274.76,6,334,0,1,1,1
30,TRANSFER,8246.55,C100923,45553.97,37307.43,C101306,176587.58,184834.12,6,410,0,1,1,1
30,TRANSFER,18898.37,C100578,451154.65,432256.28,C100763,286918.3,305816.67,6,-236,0,0,1,0
30,TRANSFER,20676.34,C100857,114851.84,94175.5,C100683,43125.14,63801.47,6,443,0,1,1,1
30,TRANSFER,9973.81,C101770,58258.41,48284.6,C101890,22957.42,32931.23,6,-132,0,0,1,0
30,TRANSFER,11791.87,C100772,73629.82,61837.95,C101508,190052.31,201844.18,6,46,0,0,1,1
30,TRANSFER,4037.45,C101199,59759.17,55721.72,C100618,39125.27,43162.72,6,542,0,1,1,1
30,TRANSFER,6266.17,C100186,85291.81,79025.64,C101808,87672.56,93938.73,6,616,0,2,1,1
30,TRANSFER,740.84,C100947,163891.66,163150.83,C101608,253677.77,254418.6,6,-455,0,1,1,0
30,TRANSFER,19495.86,C100730,24257.18,4761.32,C101501,482416.47,501912.34,6,359,0,0,1,1
31,TRANSFER,6102.55,C100009,209150.78,203048.23,C100333,94814.33,100916.88,7,337,0,0,1,1
31,TRANSFER,7622.68,C100425,384826.22,377203.54,C101008,71362.24,78984.92,7,175,0,0,1,1
31,TRANSFER,3376.27,C100333,94814.33,91438.07,C100290,168719.66,172095.93,7,670,0,0,1,1
31,TRANSFER,35367.08,C100431,338776.98,303409.9,C100411,653967.61,689334.69,7,265,0,0,1,1
31,TRANSFER,12486.08,C100731,20695.64,8209.57,C101526,156634.13,169120.21,7,505,0,2,1,1
31,TRANSFER,9601.38,C100107,28092.43,18491.05,C101766,299430.93,309032.3,7,342,0,0,1,1
31,TRANSFER,9254.1,C100346,79886.4,70632.3,C100347,43039.62,52293.72,7,107,0,1,1,1
31,TRANSFER,32435.55,C101380,129447.65,97012.1,C100903,51817.52,84253.07,7,-15,0,2,1,0
31,TRANSFER,60093.48,C100349,242643.46,182549.99,C101350,106716.57,166810.04,7,467,0,1,1,1
31,TRANSFER,11831.53,C101594,62823.62,50992.09,C100957,113160.16,124991.69,7,709,0,0,1,1
31,TRANSFER,41822.86,C100369,254406.7,212583.84,C101997,73506.94,115329.8,7,-148,0,1,1,0
31,TRANSFER,2106.92,C101171,225558.32,223451.4,C101452,1013621.71,1015728.63,7,567,0,0,1,1
31,TRANSFER,6130.82,C101002,1044817.69,1038686.87,C100031,54602.67,60733.49,7,-339,0,0,1,0
31,TRANSFER,2728.0,C101546,677781.38,675053.37,C100978,47471.34,50199.34,7,-14,0,1,1,0
31,TRANSFER,4089.44,C101014,322770.5,318681.06,C100635,420378.19,424467.63,7,-87,0,1,1,0
31,TRANSFER,5911.89,C101300,191052.68,185140.79,C101545,45302.99,51214.88,7,172,0,0,1,1
31,TRANSFER,25302.38,C100550,30362.85,5060.48,C101533,150590.11,175892.49,7,373,0,0,1,1
31,TRANSFER,19587.87,C101422,354043.34,334455.47,C100803,30385.12,49972.99,7,680,0,0,1,1
31,TRANSFER,8862.01,C101018,155494.74,146632.74,C100607,77979.55,86841.56,7,-53,0,0,1,0
31,TRANSFER,126813.89,C101697,152176.66,25362.78,C100917,888371.37,1015185.26,7,226,0,0,1,1
31,TRANSFER,10383.21,C101638,131242.98,120859.78,C100478,246367.37,256750.58,7,610,0,1,1,1
31,TRANSFER,58142.63,C100916,654158.1,596015.47,C100041,217955.24,276097.87,7,-214,0,1,1,0
31,TRANSFER,20987.88,C101193,25185.46,4197.58,C100833,29886.79,50874.67,7,75,0,1,1,1
31,TRANSFER,16717.86,C101995,43715.33,26997.47,C100649,1743163.4,1759881.27,7,425,0,0,1,1
31,TRANSFER,10387.03,C100053,3044740.12,3034353.08,C101507,168933.1,179320.13,7,660,0,0,1,1
31,TRANSFER,12592.95,C100241,37526.69,24933.74,C101884,39863.8,52456.75,7,192,0,1,1,1
31,TRANSFER,2953.29,C100243,305930.23,302976.93,C101534,173772.2,176725.5,7,-274,0,0,1,0
31,TRANSFER,1661.94,C101976,143667.24,142005.31,C100342,8385.73,10047.66,7,29,0,3,1,1
31,TRANSFER,11888.22,C100444,263869.97,251981.74,C101181,16356.04,28244.26,7,41,0,1,1,1
31,TRANSFER,68244.34,C100993,1738037.66,1669793.32,C100378,103897.2,172141.54,7,-213,0,1,1,0
31,TRANSFER,4026.64,C101399,54545.59,50518.95,C100485,86061.15,90087.79,7,665,0,1,1,1
31,TRANSFER,4383.96,C100070,65474.53,61090.57,C100435,31269.11,35653.07,7,129,0,3,1,1
31,TRANSFER,12122.73,C100172,68900.34,56777.6,C101408,178459.75,190582.49,7,-277,0,1,1,0
31,TRANSFER,7040.1,C100525,223881.24,216841.14,C100925,290182.8,297222.9,7,661,0,0,1,1
31,TRANSFER,153302.61,C100162,470424.15,317121.54,C100998,263903.05,417205.66,7,-344,0,0,1,0
31,TRANSFER,8412.17,C101162,192097.02,183684.84,C100575,155986.64,164398.82,7,327,0,1,1,1
31,TRANSFER,12371.12,C101144,61246.78,48875.65,C101271,66736.52,79107.64,7,282,0,1,1,1
31,TRANSFER,2887.51,C100679,170211.11,167323.59,C100101,12614.69,15502.2,7,-47,0,1,1,0
31,TRANSFER,8651.33,C101252,18284.39,9633.05,C100662,65064.91,73716.24,7,10,0,2,1,1
31,TRANSFER,14029.38,C101830,30915.47,16886.09,C100162,470424.15,484453.53,7,492,0,2,1,1
31,TRANSFER,4095.2,C100238,33422.75,29327.55,C101154,47577.36,51672.57,7,-183,0,0,1,0
31,TRANSFER,35468.74,C101047,184870.81,149402.06,C100334,54729.11,90197.85,7,170,0,1,1,1
31,TRANSFER,4024.78,C101682,116323.33,112298.55,C101534,173772.2,177796.98,7,288,0,2,1,1
31,TRANSFER,93002.24,C100592,173475.2,80472.96,C100046,218061.21,311063.45,7,156,0,1,1,1
31,TRANSFER,16244.77,C100678,19493.73,3248.95,C101661,159999.97,176244.74,7,-378,0,1,1,0
31,TRANSFER,2412.31,C100131,1632158.85,1629746.53,C100510,47965.97,50378.28,7,-248,0,1,1,0
31,TRANSFER,47268.16,C101664,80610.88,33342.72,C101945,92901.5,140169.66,7,536,0,0,1,1
31,TRANSFER,7827.02,C100517,553043.99,545216.97,C101497,360475.33,368302.34,7,300,0,2,1,1
31,TRANSFER,5446.13,C101466,506333.03,500886.9,C101680,46170.44,51616.56,7,687,0,0,1,1
31,TRANSFER,4877.32,C100502,331174.94,326297.61,C101811,68470.52,73347.84,7,-82,0,0,1,0
31,TRANSFER,19372.54,C100439,84483.92,65111.39,C100815,51932.15,71304.69,7,500,0,0,1,1
31,TRANSFER,3436.9,C101467,10145.83,6708.93,C100154,129205.15,132642.05,7,5,0,0,1,0
31,TRANSFER,16021.29,C100143,158432.7,142411.41,C100242,18538.28,34559.57,7,-197,0,1,1,0
31,TRANSFER,15469.49,C100641,88832.89,73363.4,C101599,527186.62,542656.11,7,-187,0,0,1,0
31,TRANSFER,424.14,C100949,401564.77,401140.63,C100075,21091.89,21516.03,7,175,0,2,1,1
31,TRANSFER,3625.62,C101497,360475.33,356849.7,C100488,515701.55,519327.17,7,-165,0,0,1,0
31,TRANSFER,33803.54,C100065,80222.13,46418.6,C100832,316347.82,350151.35,7,132,0,0,1,1
31,TRANSFER,25699.44,C100402,138331.44,112632.0,C101264,54800.0,80499.43,7,1,0,0,1,0
31,TRANSFER,36920.8,C101260,112301.04,75380.24,C100128,163856.58,200777.38,7,443,0,0,1,1
31,TRANSFER,17796.68,C101273,62778.54,44981.86,C101428,938993.44,956790.11,7,-114,0,0,1,0
31,TRANSFER,2693.0,C100666,61116.75,58423.75,C101481,286993.69,289686.69,7,194,0,0,1,1
31,TRANSFER,17088.35,C100044,20506.02,3417.67,C100216,100060.8,117149.15,7,558,0,0,1,1
31,TRANSFER,21370.88,C100667,71278.37,49907.49,C101018,155494.74,176865.62,7,-332,0,0,1,0
31,TRANSFER,6165.71,C100578,451154.65,444988.94,C100841,367793.56,373959.27,7,-236,0,1,1,0
31,TRANSFER,11099.65,C101455,35763.3,24663.65,C100537,14096.61,25196.26,7,-165,0,1,1,0
31,TRANSFER,3978.02,C101524,32710.56,28732.53,C101637,490732.94,494710.96,7,133,0,1,1,1
31,TRANSFER,7469.94,C100315,153215.32,145745.38,C100521,837982.55,845452.49,7,-318,0,1,1,0
31,TRANSFER,3412.24,C101066,134294.49,130882.26,C101244,176689.12,180101.35,7,561,0,1,1,1
31,TRANSFER,17722.22,C100961,95518.95,77796.73,C100258,362762.51,380484.74,7,535,0,0,1,1
31,TRANSFER,27188.33,C100404,34922.0,7733.66,C100717,119886.8,147075.13,7,-248,0,1,1,0
31,TRANSFER,6422.33,C101483,475464.56,469042.23,C100470,56770.29,63192.62,7,508,0,0,1,1
31,TRANSFER,6903.39,C101588,37813.11,30909.71,C101098,1105596.7,1112500.09,7,528,0,1,1,1
32,TRANSFER,3602.68,C100907,101118.13,97515.45,C100503,176547.3,180149.99,8,-193,0,0,1,0
32,TRANSFER,4637.08,C101331,94692.01,90054.93,C100993,1738037.66,1742674.74,8,637,0,1,1,1
32,TRANSFER,2566.89,C100608,266360.88,263793.99,C100432,29086.27,31653.16,8,-94,0,2,1,0
32,TRANSFER,24515.36,C100572,578443.24,553927.87,C100502,331174.94,355690.3,8,669,0,1,1,1
32,TRANSFER,10143.23,C100571,212760.71,202617.49,C101469,303665.03,313808.26,8,-469,0,2,1,0
32,TRANSFER,23964.81,C101634,80359.07,56394.25,C100690,21260.45,45225.27,8,-233,0,1,1,0
32,TRANSFER,13044.75,C101982,64277.43,51232.68,C100882,243497.14,256541.89,8,-402,0,1,1,0
32,TRANSFER,10772.19,C100406,139927.51,129155.32,C101987,167361.05,178133.25,8,-288,0,2,1,0
32,TRANSFER,679.86,C101521,103611.51,102931.65,C100963,40801.42,41481.28,8,-395,0,1,1,0
32,TRANSFER,18669.19,C101019,22403.03,3733.84,C100575,155986.64,174655.84,8,295,0,1,1,1
32,TRANSFER,11092.12,C100772,73629.82,62537.7,C101692,9638.27,20730.39,8,46,0,1,1,1
32,TRANSFER,23046.65,C101568,177855.78,154809.13,C100266,204872.29,227918.94,8,-108,0,0,1,0
32,TRANSFER,11667.15,C100956,186739.13,175071.98,C100099,629191.81,640858.96,8,507,0,1,1,1
32,TRANSFER,1452664.17,C101907,28073.79,0.0,C101838,67345.56,1520009.73,9,513,0,1,1,1
32,TRANSFER,3507.44,C100541,161018.42,157510.98,C100259,191206.5,194713.93,8,408,0,0,1,1
32,TRANSFER,1923.11,C100765,42922.35,40999.24,C101140,78661.19,80584.3,8,154,0,2,1,1
32,TRANSFER,15186.24,C101172,318697.75,303511.51,C101648,509345.49,524531.74,8,374,0,1,1,1
32,TRANSFER,28315.47,C101223,33978.57,5663.09,C100834,178424.59,206740.07,8,-138,0,2,1,0
32,TRANSFER,8936.12,C101540,122083.34,113147.22,C100867,618576.52,627512.63,8,548,0,1,1,1
32,TRANSFER,16994.34,C100806,783368.78,766374.44,C101871,28805.51,45799.84,8,-471,0,0,1,0
32,TRANSFER,30260.26,C100308,464740.69,434480.42,C101358,29042.01,59302.27,8,691,0,0,1,1
32,TRANSFER,35517.13,C100003,133549.21,98032.08,C100180,1258425.74,1293942.87,8,-106,0,0,1,0
32,TRANSFER,1421.62,C101142,75129.21,73707.59,C101324,294231.39,295653.01,8,-373,0,0,1,0
32,TRANSFER,37221.77,C101148,832396.21,795174.44,C101777,171421.43,208643.2,8,-23,0,2,1,0
32,TRANSFER,26121.75,C100996,31346.1,5224.35,C101642,88576.09,114697.84,8,684,0,6,1,1
32,TRANSFER,21621.01,C100641,88832.89,67211.87,C101594,62823.62,84444.63,8,-187,0,1,1,0
