step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,hour_of_day,account_open_step_orig,isFraud,velocity_24h,is_new_beneficiary,rule_flagged,amount_vs_sender_avg,drain_ratio,account_age_steps,suspicion_score,shap_amount,shap_amount_vs_sender_avg,shap_drain_ratio,shap_velocity_24h,shap_is_new_beneficiary,shap_hour_of_day,shap_account_age_steps
405,TRANSFER,5227.16,C100897,108482.18,103255.02,C101064,69697.59,74924.76,21,707,0,4,1,1,0.09363465767973868,0.04818450366686953,0,0.0,-2.6144993,-1.5836312,-4.599338,-0.6034175,-0.74409246,-1.889063,-0.07069887
405,TRANSFER,38266.26,C101256,45919.51,7653.25,C100193,103173.43,141439.68,21,410,0,1,1,1,1.3451981765306793,0.8333333696287264,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
405,TRANSFER,24147.24,C101911,1806564.41,1782417.17,C101345,74694.32,98841.56,21,695,0,1,1,1,0.25730047389798194,0.013366387528911854,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
405,TRANSFER,30732.11,C100215,100375.94,69643.83,C101330,100991.28,131723.39,21,483,0,3,1,1,0.4243481747103519,0.306170084185513,0,0.0,-2.6139798,-1.5831007,-4.6312284,-0.64815307,-0.74706364,-1.889063,-0.07069887
405,TRANSFER,8896.12,C101911,1806564.41,1797668.28,C101444,372207.79,381103.91,21,695,0,1,1,1,0.09479244385086308,0.00492433037579878,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
405,TRANSFER,3151.96,C101550,40488.99,37337.03,C100959,1025952.68,1029104.64,21,620,0,1,1,1,1.1799850307287212,0.07784733578190021,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
405,TRANSFER,25872.7,C101008,71362.24,45489.53,C101658,33245.53,59118.23,21,617,0,0,1,1,0.2848501621010317,0.36255448259471673,0,0.0,-2.44557,-1.9975752,-5.029045,-0.41750395,-0.60858834,-1.5936172,-0.120689884
405,TRANSFER,9498.84,C101128,41300.37,31801.53,C100652,462271.73,471770.57,21,712,0,0,1,1,0.9481123683827032,0.2299940654284695,0,0.0,-2.44557,-1.9975752,-5.029045,-0.41750395,-0.60858834,-1.5936172,-0.120689884
405,TRANSFER,2104.94,C100521,837982.55,835877.6,C100093,263686.65,265791.59,21,588,0,1,1,1,0.41686706067172963,0.0025119138817389455,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
405,TRANSFER,4267.31,C101719,138278.52,134011.21,C100875,6691.59,10958.9,21,696,0,1,1,1,1.15613011135214,0.03086025219245911,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
405,TRANSFER,10487.91,C100450,51942.65,41454.74,C100204,361142.34,371630.25,21,421,0,0,1,1,0.9122362301566478,0.20191326395553558,0,0.0,-2.44557,-1.9975752,-5.029045,-0.41750395,-0.60858834,-1.5936172,-0.120689884
405,TRANSFER,20468.85,C101470,24562.62,4093.77,C101599,527186.62,547655.47,21,455,0,1,1,1,1.394095662947439,0.8333333333333333,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
405,TRANSFER,3479.11,C101961,493020.13,489541.02,C100861,210963.83,214442.94,21,700,0,0,1,1,0.06458392980464482,0.007056730117693167,0,0.0,-2.44557,-1.9975752,-5.029045,-0.41750395,-0.60858834,-1.5936172,-0.120689884
405,TRANSFER,73159.04,C100769,248668.3,175509.26,C101212,229803.02,302962.06,21,510,0,3,1,1,0.5080418096377148,0.2942033222569986,0,0.0,-2.6139798,-1.5831007,-4.6312284,-0.64815307,-0.74706364,-1.889063,-0.07069887
406,TRANSFER,1368942.17,C100258,362762.51,0.0,C101393,13145.87,1382088.04,2,109,1,3,0,1,18.02216134908532,2.0,297,100.0,0.82663494,0.72849077,2.0600235,0.074328214,3.6600792,3.6845047,-0.12038154
406,TRANSFER,17292.24,C101941,68513.86,51221.61,C101972,130811.77,148104.01,22,624,0,1,1,1,0.2135946889471377,0.2523903922505607,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
406,TRANSFER,12277.35,C100966,535998.94,523721.59,C100300,54815.78,67093.13,22,618,0,1,1,1,1.276622942552995,0.022905549029630545,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
406,TRANSFER,8518.04,C100868,106671.32,98153.28,C101685,136125.02,144643.06,22,524,0,0,1,1,1.1088071833914386,0.07985314140670613,0,0.0,-2.44557,-1.9975752,-5.029045,-0.41750395,-0.60858834,-1.5936172,-0.120689884
406,TRANSFER,10025.87,C101383,44236.64,34210.77,C100007,26026.82,36052.69,22,558,0,0,1,1,0.18095653938821682,0.22664176121875443,0,0.0,-2.44557,-1.9975752,-5.029045,-0.41750395,-0.60858834,-1.5936172,-0.120689884
406,TRANSFER,25482.83,C100011,832858.81,807375.98,C100538,206349.82,231832.64,22,604,0,2,1,1,0.3617028945499881,0.030596818685270318,0,0.0,-2.7135828,-1.5792158,-4.712847,-0.6368506,-0.6861274,-1.7824625,-0.07220097
406,TRANSFER,31482.42,C101105,104150.26,72667.84,C101235,190032.9,221515.32,22,620,0,2,1,1,1.2152827073243895,0.3022788421267503,0,0.0,-2.7135828,-1.5792158,-4.712847,-0.6368506,-0.6861274,-1.7824625,-0.07220097
406,TRANSFER,2169.77,C101520,41239.78,39070.01,C101035,177049.08,179218.85,22,553,0,1,1,1,0.5802397216351166,0.052613520246713244,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
406,TRANSFER,4449.83,C101988,414966.65,410516.82,C100671,553033.44,557483.27,22,413,0,0,1,1,0.8172169811320755,0.010723343671111883,0,0.0,-2.44557,-1.9975752,-5.029045,-0.41750395,-0.60858834,-1.5936172,-0.120689884
406,TRANSFER,2378.84,C100978,47471.34,45092.5,C101630,236155.89,238534.74,22,408,0,1,1,1,0.015788380723647674,0.05011107754699994,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
406,TRANSFER,2326.54,C100096,280684.72,278358.18,C101944,435591.72,437918.26,22,471,0,1,1,1,0.604112433895696,0.00828880175593456,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
406,TRANSFER,11974.33,C101256,45390.07,33415.75,C101425,154864.99,166839.31,22,410,0,2,1,1,0.42094123860488614,0.26380946317112974,0,0.0,-2.7135828,-1.5792158,-4.712847,-0.6368506,-0.6861274,-1.7824625,-0.07220097
406,TRANSFER,4048.81,C101989,33200.66,29151.86,C100307,100313.04,104361.85,22,643,0,1,1,1,1.3537878270406287,0.1219496841327853,0,0.0,-2.6663413,-1.7478483,-5.0304165,0.2978854,-0.61763954,-1.6313902,-0.08520533
406,TRANSFER,12302.33,C101699,22649.15,10346.82,C100974,113885.49,126187.81,22,700,0,0,1,1,0.8042834035763076,0.5431696112216131,0,0.0,-2.44557,-1.9975752,-5.029045,-0.41750395,-0.60858834,-1.5936172,-0.120689884
406,TRANSFER,92862.77,C101258,111435.33,18572.55,C100320,163302.22,256164.99,22,679,0,4,1,1,1.296816125947061,0.8333332884642599,0,0.0,-2.6144993,-1.5836312,-4.599338,-0.6034175,-0.74409246,-1.889063,-0.07069887
407,TRANSFER,74534.43,C100991,695844.58,621310.15,C100673,176705.16,251239.59,23,577,0,0,1,1,0.79084207357149,0.10711361723906795,0,0.0,-2.3431442,-1.7738352,-5.029045,-0.35394764,-0.57753015,2.5014837,-0.08444215
407,TRANSFER,63366.37,C100769,248668.3,185301.93,C101287,357864.39,421230.76,23,510,0,4,1,1,0.4400381044498808,0.25482287046640045,0,0.0,-2.5120735,-1.4029636,-4.599338,-0.65546775,-0.7130343,2.0904322,-0.047071267
407,TRANSFER,17704.33,C101996,332366.15,314661.82,C100400,57798.42,75502.75,23,519,0,0,1,1,0.9435300037641371,0.05326754845522025,0,0.0,-2.3431442,-1.7738352,-5.029045,-0.35394764,-0.57753015,2.5014837,-0.08444215
407,TRANSFER,5778.2,C100223,38068.7,32290.5,C100297,40134.75,45912.96,23,416,0,0,1,1,1.1806269575914596,0.15178348617105392,0,0.0,-2.3431442,-1.7738352,-5.029045,-0.35394764,-0.57753015,2.5014837,-0.08444215
407,TRANSFER,13296.33,C100699,35088.24,21791.91,C101871,28805.51,42101.83,23,612,0,0,1,1,1.1532682559733762,0.37893978153364205,0,0.0,-2.3431442,-1.7738352,-5.029045,-0.35394764,-0.57753015,2.5014837,-0.08444215
407,TRANSFER,5066.92,C101331,94692.01,89625.09,C101948,92360.62,97427.54,23,637,0,1,1,1,1.1846127714456458,0.05350947772679026,0,0.1,-2.563915,-1.567181,-5.0304165,0.24583514,-0.58658135,2.3481047,-0.06157772
407,TRANSFER,11277.87,C100199,37195.07,25917.2,C101485,361367.15,372645.02,23,519,0,0,1,1,1.0723975039374019,0.3032087316948187,0,0.0,-2.3431442,-1.7738352,-5.029045,-0.35394764,-0.57753015,2.5014837,-0.08444215
407,TRANSFER,5269.21,C101224,134067.47,128798.26,C100973,48979.88,54249.09,23,492,0,1,1,1,1.0180632767529996,0.03930267349715781,0,0.1,-2.563915,-1.567181,-5.0304165,0.24583514,-0.58658135,2.3481047,-0.06157772
407,TRANSFER,2352.63,C101330,100991.28,98638.65,C101104,90684.46,93037.09,23,617,0,2,1,1,1.0314974649335023,0.023295377581113934,0,0.0,-2.6111565,-1.3985485,-4.712847,-0.6889008,-0.6550691,2.1970322,-0.04857337
407,TRANSFER,19853.23,C101673,23823.87,3970.65,C100236,94191.13,114044.36,23,424,0,1,1,1,0.36294473500612034,0.8333335432068761,0,0.1,-2.563915,-1.567181,-5.0304165,0.24583514,-0.58658135,2.3481047,-0.06157772
407,TRANSFER,7527.27,C101123,190105.45,182578.18,C100976,38518.34,46045.61,23,561,0,0,1,1,0.08178367491663505,0.039595235170795995,0,0.0,-2.3431442,-1.7738352,-5.029045,-0.35394764,-0.57753015,2.5014837,-0.08444215
407,TRANSFER,263117.11,C101616,412467.35,149350.24,C101827,130250.13,393367.25,23,586,0,0,1,1,0.9792293895134389,0.6379101521611347,0,0.0,-2.3431442,-1.7738352,-5.029045,-0.35394764,-0.57753015,2.5014837,-0.08444215
407,TRANSFER,5047.7,C100742,36394.49,31346.79,C100935,3686.97,8734.67,23,555,0,0,1,1,1.073116144715927,0.13869407154764363,0,0.0,-2.3431442,-1.7738352,-5.029045,-0.35394764,-0.57753015,2.5014837,-0.08444215
407,TRANSFER,12627.8,C100731,20695.64,8067.85,C100239,68461.86,81089.66,23,505,0,0,1,1,0.9371519473486499,0.6101671656445512,0,0.0,-2.3431442,-1.7738352,-5.029045,-0.35394764,-0.57753015,2.5014837,-0.08444215
407,TRANSFER,6266.94,C101213,28847.68,22580.74,C101591,497220.01,503486.95,23,692,0,0,1,1,0.9927557338119756,0.21724242642735914,0,0.0,-2.3431442,-1.7738352,-5.029045,-0.35394764,-0.57753015,2.5014837,-0.08444215
407,TRANSFER,4727.21,C100897,108482.18,103754.97,C101892,5956.88,10684.09,23,707,0,5,1,1,0.08467900162425437,0.04357591265219781,0,0.0,-2.5120735,-1.3680141,-4.599338,-0.6010809,-0.7075763,2.0904322,-0.047071267
407,TRANSFER,6256.48,C101588,37813.11,31556.63,C101662,58961.08,65217.56,23,528,0,1,1,1,0.09421218171084976,0.1654579588930929,0,0.1,-2.563915,-1.567181,-5.0304165,0.24583514,-0.58658135,2.3481047,-0.06157772
408,TRANSFER,24566.13,C100048,111603.53,87037.4,C101308,29414.44,53980.57,0,674,0,1,1,1,0.47108591612081613,0.220119650337225,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
408,TRANSFER,5017.55,C100615,43705.31,38687.76,C100370,26349.55,31367.1,0,410,0,0,1,1,0.0825188362682254,0.11480412791946792,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
408,TRANSFER,40721.93,C100983,134745.78,94023.85,C100526,90760.96,131482.9,0,438,0,0,1,1,1.5475763670078388,0.3022130266343035,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
408,TRANSFER,11995.57,C100505,297541.33,285545.76,C100331,15321.17,27316.74,0,434,0,0,1,1,0.15618606077542987,0.04031564287220198,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
408,TRANSFER,32164.25,C101928,38597.1,6432.85,C100851,549686.19,581850.44,0,694,0,1,1,1,1.027893884363348,0.8333333333333334,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
408,TRANSFER,17550.02,C100125,124469.74,106919.72,C100226,118315.0,135865.02,0,607,0,0,1,1,0.24256718860151585,0.14099828600911354,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
408,TRANSFER,19508.21,C100856,91746.0,72237.79,C100243,305930.23,325438.44,0,669,0,0,1,1,1.0660315659940842,0.21263281232969283,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
408,TRANSFER,8998.47,C100560,151865.07,142866.61,C101825,72621.21,81619.67,0,647,0,1,1,1,0.08018754930230658,0.059253059311137175,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
408,TRANSFER,12725.9,C100447,56971.24,44245.34,C101558,198280.62,211006.52,0,461,0,0,1,1,0.2102755415168647,0.22337410946295008,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
408,TRANSFER,9138.97,C101581,1161768.67,1152629.7,C100560,151865.07,161004.04,0,549,0,1,1,1,0.8331057379559808,0.007866428348424992,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
408,TRANSFER,15758.25,C100439,84483.92,68725.67,C101578,192738.77,208497.02,0,500,0,0,1,1,0.7839307712047511,0.18652366036045676,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
408,TRANSFER,18689.02,C100856,91746.0,73056.98,C101053,90135.94,108824.96,0,669,0,0,1,1,1.0212667004043303,0.20370392169685872,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
409,TRANSFER,3442.5,C101310,53776.77,50334.27,C100872,27218.74,30661.24,1,620,0,0,1,1,0.8748756304250865,0.06401462936505856,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
409,TRANSFER,9762.47,C101840,18783.13,9020.66,C101523,14724.62,24487.09,1,421,0,0,1,1,1.3323798450893736,0.5197467088818529,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
409,TRANSFER,32209.16,C101825,72621.21,40412.04,C101330,100991.28,133200.44,1,444,0,0,1,1,1.2293685132993586,0.44352276697124704,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
409,TRANSFER,4736.03,C100685,116938.43,112202.4,C100214,34902.04,39638.07,1,511,0,1,1,1,0.03365312760589216,0.040500201687332385,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
409,TRANSFER,30433.81,C101484,281872.72,251438.91,C101316,81302.72,111736.54,1,580,0,0,1,1,1.06896900918338,0.107970044068117,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
409,TRANSFER,32944.19,C101426,155903.91,122959.71,C101364,176809.25,209753.45,1,390,0,1,1,1,0.4460590179476619,0.21131086449339212,19,0.0,-3.1689122,-1.6378384,-5.658995,0.23524648,-0.54346305,2.394972,-0.08378953
409,TRANSFER,14180.39,C101233,280327.38,266146.99,C100142,2532663.64,2546844.03,1,468,0,1,1,1,0.06683029013848779,0.05058510517238808,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
409,TRANSFER,25271.26,C100677,181750.74,156479.48,C101380,129447.65,154718.91,1,514,0,0,1,1,1.1511316547220884,0.1390435054074608,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
409,TRANSFER,3410.06,C100776,192354.33,188944.28,C100471,58695.64,62105.7,1,559,0,0,1,1,0.6973231613550928,0.017728012673278528,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
409,TRANSFER,1762.69,C101171,225558.32,223795.63,C101502,211718.32,213481.01,1,567,0,0,1,1,1.0263750619993404,0.007814785994149982,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
409,TRANSFER,8381.82,C100868,106671.32,98289.5,C100636,66499.43,74881.25,1,524,0,1,1,1,1.091075203438118,0.07857613461612736,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
409,TRANSFER,6165.56,C100790,582747.02,576581.47,C100613,61656.18,67821.74,1,433,0,1,1,1,0.9067768093297314,0.010580165643747093,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
409,TRANSFER,22449.7,C100027,26939.64,4489.94,C100857,114851.84,137301.54,1,388,0,0,1,1,1.1639971193722218,0.8333333333333334,21,0.0,-2.9482374,-1.8904483,-5.6584744,-0.47670233,-0.53846765,2.4540813,-0.0760963
409,TRANSFER,6618.15,C101312,80096.75,73478.59,C101270,361399.97,368018.12,1,622,0,1,1,1,0.8907136972093329,0.08262694803472051,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
410,TRANSFER,7435.79,C100878,36404.84,28969.05,C100082,24725.49,32161.28,2,545,0,4,1,1,0.09174112688468074,0.20425278616799306,0,0.0,-3.1835835,-1.5463876,-5.370311,-0.1206689,-0.62598336,2.5949473,-0.116349414
410,TRANSFER,22652.3,C100137,272546.6,249894.3,C100476,8621.86,31274.16,2,549,0,1,1,1,0.811849447359588,0.08311349325216312,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
410,TRANSFER,2892.9,C101331,94692.01,91799.11,C101811,68470.52,71363.42,2,637,0,2,1,1,0.6763411079146915,0.030550624070605326,0,0.0,-3.2061844,-1.5210766,-5.413605,-0.23514885,-0.57324165,2.6205006,-0.11812753
410,TRANSFER,3939.82,C100469,100645.05,96705.24,C100331,15321.17,19260.99,2,524,0,0,1,1,0.7904038638127523,0.03914569072199776,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
410,TRANSFER,20628.6,C101632,45100.31,24471.72,C101624,91432.41,112061.01,2,474,0,1,1,1,1.27655391271336,0.4573937518389563,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
410,TRANSFER,55036.79,C101664,80610.88,25574.09,C101332,10273.39,65310.18,2,536,0,2,1,1,0.44272658334574794,0.6827464233115926,0,0.0,-3.2061844,-1.5210766,-5.413605,-0.23514885,-0.57324165,2.6205006,-0.11812753
410,TRANSFER,9051.13,C100321,446562.54,437511.41,C100096,280684.72,289735.85,2,532,0,0,1,1,0.12858937431462944,0.020268448849292194,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
410,TRANSFER,21264.92,C101258,34479.57,13214.65,C101480,54245.48,75510.4,2,679,0,5,1,1,0.2969617552112022,0.6167397099209764,0,0.0,-3.1835835,-1.511438,-5.370311,-0.06628178,-0.6205254,2.5949473,-0.116349414
410,TRANSFER,11910.46,C101693,20196.33,8285.87,C101881,533886.55,545797.01,2,547,0,0,1,1,1.4213250755946985,0.5897338773925757,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
410,TRANSFER,27204.02,C101673,32644.82,5440.8,C100279,9127.33,36331.34,2,424,0,2,1,1,0.4973274288365771,0.8333334354424378,0,0.0,-3.2061844,-1.5210766,-5.413605,-0.23514885,-0.57324165,2.6205006,-0.11812753
410,TRANSFER,54037.88,C101280,799983.39,745945.5,C100494,365416.08,419453.96,2,579,0,0,1,1,0.5163067618542728,0.06754875248097338,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
410,TRANSFER,4209.56,C100776,192354.33,188144.78,C100414,373982.23,378191.79,2,559,0,1,1,1,0.8608129144689374,0.021884404681714213,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
410,TRANSFER,8021.46,C100945,129650.2,121628.74,C101579,19829.93,27851.39,2,421,0,0,1,1,0.954170484702546,0.06187001639796931,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
410,TRANSFER,21256.12,C100987,662121.66,640865.54,C101479,100918.96,122175.08,2,613,0,0,1,1,0.31329307804326617,0.03210304281542458,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
410,TRANSFER,4077.4,C101719,138278.52,134201.12,C100440,107380.71,111458.11,2,696,0,1,1,1,1.1046783374133156,0.02948686462655227,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
410,TRANSFER,94344.25,C100481,113213.1,18868.85,C101559,36621.41,130965.66,2,525,0,0,1,1,1.5512268436509251,0.8333333333333333,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
410,TRANSFER,8112.77,C100272,210560.79,202448.02,C101735,57789.0,65901.77,2,408,0,0,1,1,0.6648524069948829,0.03852934822290513,2,0.0,-2.991261,-1.8473557,-5.6584744,-0.47670233,-0.53846765,2.3465033,-0.14726128
411,TRANSFER,107339.3,C101479,128807.16,21467.86,C101215,172748.93,280088.23,3,402,0,2,1,1,1.4650855564972607,0.8333333333333334,9,0.0,-3.2206073,-1.527491,-5.413605,-0.23634487,-0.5727089,2.6382585,-0.072673015
411,TRANSFER,11984.63,C101233,280327.38,268342.76,C101634,80359.07,92343.69,3,468,0,1,1,1,0.05648196559491135,0.04275226344283601,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
411,TRANSFER,14280.66,C100256,147030.39,132749.74,C100322,387822.85,402103.5,3,411,0,0,1,1,0.7361871945037703,0.09712726736289007,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
411,TRANSFER,16511.04,C101375,47576.89,31065.85,C101343,252345.36,268856.4,3,717,0,0,1,1,0.7909398220259386,0.34703907716540533,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
411,TRANSFER,45854.64,C101817,123008.74,77154.1,C101593,169019.7,214874.34,3,435,0,0,1,1,0.4782604163169927,0.3727754629467792,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
411,TRANSFER,16198.52,C101376,209034.44,192835.92,C100913,6754.45,22952.97,3,626,0,0,1,1,0.22441630685827005,0.07749211086938593,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
411,TRANSFER,47646.38,C100381,254844.47,207198.09,C101107,115630.86,163277.23,3,593,0,0,1,1,0.4172793578331563,0.18696258153060963,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
411,TRANSFER,17294.76,C100295,300526.4,283231.64,C100380,71079.57,88374.33,3,510,0,1,1,1,1.1732990207108183,0.05754822205303759,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
411,TRANSFER,9223.36,C101611,39395.45,30172.09,C101304,4017677.81,4026901.17,3,466,0,1,1,1,0.8880573286737062,0.23412246845765186,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
412,TRANSFER,10800.2,C101448,51742.83,40942.63,C101597,49743.59,60543.79,4,719,0,0,1,1,0.15030845431189646,0.20872843638432612,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
412,TRANSFER,8384.41,C100435,31269.11,22884.71,C101989,33200.66,41585.07,4,473,0,0,1,1,1.1743595709096897,0.2681371487707837,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
412,TRANSFER,14045.23,C101059,67579.0,53533.78,C101130,220158.1,234203.33,4,597,0,0,1,1,0.7073750256384622,0.20783423844685478,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
412,TRANSFER,6458.72,C101320,14364.16,7905.44,C101154,47577.36,54036.08,4,493,0,0,1,1,0.970828269357827,0.4496413295312779,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
412,TRANSFER,6248.5,C100091,210088.64,203840.14,C100449,263794.32,270042.82,4,470,0,0,1,1,0.05202657478522156,0.029742207860453566,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
412,TRANSFER,3605.56,C101327,106613.37,103007.81,C100640,200059.12,203664.67,4,707,0,0,1,1,1.349927815351069,0.03381902288615396,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
412,TRANSFER,10791.27,C101090,436172.18,425380.91,C101430,14384.88,25176.15,4,695,0,0,1,1,1.5216497310505064,0.024740848900541984,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
412,TRANSFER,9196.32,C101297,91756.38,82560.06,C100897,108482.18,117678.5,4,450,0,0,1,1,0.16345669438646393,0.10022540122005684,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
413,TRANSFER,3018.86,C100534,80020.52,77001.66,C101292,54518.85,57537.71,5,422,0,0,1,1,1.0896780641284887,0.03772607326220824,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
413,TRANSFER,33609.4,C100501,133078.75,99469.35,C100013,97515.31,131124.71,5,390,0,6,1,1,0.5253311354253182,0.25255271784563654,23,0.0,-2.4907455,-1.2559448,-3.3579998,0.17156118,-0.83436996,-2.0606804,-0.0063509196
413,TRANSFER,37684.37,C101928,45221.24,7536.87,C101019,8487.3,46171.67,5,694,0,1,1,1,1.2043039542064755,0.8333334070450081,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
413,TRANSFER,2042.86,C100204,361142.34,359099.48,C101196,20699.49,22742.35,5,634,0,0,1,1,0.06368805134565357,0.0056566615811372315,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
